,CONAME,address,lat,lng,distance
1080,WILSHIRE BANCORP INC,"3200 Wilshire Boulevard, Los Angeles, CA, 90010",34.061458,-118.2919856,11773.920237
1081,DXP ENTERPRISES INC,"7272 Pinemont, Houston, TX, 77040",29.8418366,-95.50084629999999,12355.193886
1082,CAL-MAINE FOODS INC,"3320 Woodrow Wilson Avenue, Jackson, MS, 39209",32.326586,-90.2238067,12010.109843
1083,INSPERITY INC,"19001 Crescent Springs Drive, Kingwood, TX, 77339",30.0497309,-95.2499557,12329.631335
1084,KILROY REALTY CORP,"12200 West Olympic Boulevard, Suite 200, Los Angeles, CA, 90064",34.0316641,-118.4554446,11773.911553
1085,EPIQ SYSTEMS INC,"501 Kansas Avenue, Kansas City, KS, 66105",39.0869773,-94.62203520000001,11327.017983
1087,CIENA CORP,"7035 Ridge Road, Hanover, MD, 21076",39.1921521,-76.6999634,10953.608072
1088,SILGAN HOLDINGS INC,"4 Landmark Square, Suite 400, Stamford, CT, 6901",41.0547226,-73.5380168,10662.594147
1089,CARMAX INC,"12800 Tuckahoe Creek Parkway, Richmond, VA, 23238",37.640308,-77.6706647,11144.479179
1090,ROVI CORP,"2830 De La Cruz Boulevard, Santa Clara, CA, 95050",37.3710134,-121.9440225,11339.221835
1091,GULF ISLAND FABRICATION INC,"16225 Park Ten Place, Suite 280, Houston, TX, 77084",29.7862357,-95.66395419999999,12363.0058
1092,TAKE-TWO INTERACTIVE SFTWR,"622 Broadway, New York, NY, 10012",40.7258867,-73.9960648,10711.068642
1093,RAMBUS INC,"1050 Enterprise Way, Suite 700, Sunnyvale, CA, 94089",37.4045818,-122.0360211,11333.514942
1094,AMAZON.COM INC,"410 Terry Avenue North, Seattle, WA, 98109",47.6221922,-122.336546,10230.574688
1095,UNITED COMMUNITY BANKS INC,"125 Highway 515 East, Blairsville, GA, 30512",34.8798997,-83.9578058,11605.684139
1096,ALEXANDRIA R E EQUITIES INC,"385 East Colorado Boulevard, Suite 299, Pasadena, CA, 91101",34.1461014,-118.1422349,11767.678651
1097,QORVO INC,"7628 Thorndike Road, Greensboro, NC, 27409",36.0763408,-79.9651702,11374.934855
1098,RALPH LAUREN CORP,"650 Madison Avenue, New York, NY, 10022",40.7641823,-73.97127669999999,10706.339857
1099,MAXIMUS INC,"1891 Metro Center Drive, Reston, VA, 20190",38.9492634,-77.34079419999999,10997.993385
1100,BOSTON PROPERTIES INC,"The Prudential Center, Suite 1900, 800 Boylston Street, Boston, MA, 02199-8103",42.3473119,-71.0818999,10449.591883
1101,COMFORT SYSTEMS USA INC,"675 Bering Drive, Suite 400, Houston, TX, 77057",29.7613625,-95.4791738,12363.83551
1102,HELIX ENERGY SOLUTIONS GROUP,"3505 West Sam Houston Parkway North, Suite 400, Houston, TX, 77043",29.82505799999999,-95.56476339999999,12357.707037
1103,ARCHROCK INC,"16666 Northchase Drive, Houston, TX, 77060",29.9424478,-95.4023814,12343.074052
1104,8X8 INC,"2125 O'Nel Drive, San Jose, CA, 95131",37.374108,-121.9241045,11339.345288
1105,OUTERWALL INC,"1800 114th Avenue SE, Bellevue, WA, 98004",47.5957894,-122.189265,10236.258167
1106,CORRECTIONS CORP AMER,"10 Burton Hills Boulevard, Nashville, TN, 37215",36.0937958,-86.8219556,11537.803407
1107,BANK OF THE OZARKS INC,"17901 Chenal Parkway, Little Rock, AR, 72223",34.7701306,-92.4599341,11776.694478
1108,JONES LANG LASALLE INC,"200 East Randolph Drive, Chicago, IL, 60601",41.8852827,-87.62151229999999,10924.72861
1109,CARRIZO OIL & GAS INC,"500 Dallas Street, Suite 2300, Houston, TX, 77002",29.7577528,-95.37082389999999,12363.090058
1110,UMPQUA HOLDINGS CORP,"One SW Columbia Street, Suite 1200, Portland, OR, 97258",45.5132936,-122.6754886,10450.154504
1111,SL GREEN REALTY CORP,"420 Lexington Avenue, New York, NY, 10170",40.7527814,-73.9759322,10707.660479
1112,PETMED EXPRESS INC,"1441 SW 29th Avenue, Pompano Beach, FL, 33069",26.211824,-80.16273939999999,12418.483639
1113,YUM BRANDS INC,"1441 Gardiner Lane, Louisville, KY, 40213",38.1981365,-85.69574899999999,11287.577519
1114,FARO TECHNOLOGIES INC,"250 Technology Park, Lake Mary, FL, 32746",28.7386307,-81.3627135,12189.745814
1115,CHILDRENS PLACE INC,"500 Plaza Drive, Secaucus, NJ, 7094",40.7878337,-74.04492979999999,10706.261556
1116,OSI SYSTEMS INC,"12525 Chadron Avenue, Hawthorne, CA, 90250",33.9186321,-118.3302139,11788.642248
1117,C H ROBINSON WORLDWIDE INC,"14701 Charlson Road, Eden Prairie, MN, 55347",44.8208431,-93.4606427,10683.174321
1118,FAIRCHILD SEMICONDUCTOR INTL,"3030 Orchard Parkway, San Jose, CA, 95134",37.3928078,-121.9364021,11337.059168
1119,DRIL-QUIP INC,"6401 North Eldridge Parkway, Houston, TX, 77041",29.8668253,-95.6101654,12353.571712
1120,EPR PROPERTIES,"909 Walnut Street, Suite 200, Kansas City, MO, 64106",39.1028623,-94.581547,11324.862273
1121,GROUP 1 AUTOMOTIVE INC,"800 Gessner, Suite 500, Houston, TX, 77024",29.7777447,-95.5438873,12362.705076
1122,METTLER-TOLEDO INTL INC,"1900 Polaris Parkway, Columbus, OH, 43240",40.1439863,-82.9690578,11019.156452
1123,SONIC AUTOMOTIVE INC  -CL A,"4401 Colwick Road, Charlotte, NC, 28211",35.1767046,-80.79698479999999,11493.009289
1124,AFFILIATED MANAGERS GRP INC,"777 South Flagler Drive, West Palm Beach, FL, 33401",26.7066139,-80.0501742,12362.981191
1125,GEOSPACE TECHNOLOGIES CORP,"7007 Pinemont Drive, Houston, TX, 77040",29.84067629999999,-95.49739389999999,12355.28573
1126,DEPOMED INC,"7999 Gateway Boulevard, Suite 300, Newark, CA, 94560",37.5393462,-122.0643504,11318.419943
1127,AMSURG CORP,"1A Burton Hills Boulevard, Nashville, TN, 37215",36.0967135,-86.8232108,11537.512858
1128,INGREDION INC,"5 Westbrook Corporate Center, Westchester, IL, 60154",41.8453955,-87.9052856,10933.911989
1129,POWER INTEGRATIONS INC,"5245 Hellyer Avenue, San Jose, CA, 95138",37.2705656,-121.7936056,11353.42456
1130,UNITED RENTALS INC,"100 First Stamford Place, Suite 700, Stamford, CT, 6902",41.0443102,-73.5486083,10664.003646
1131,BBCN BANCORP INC,"3731 Wilshire Boulevard, Suite 1000, Los Angeles, CA, 90010",34.0624483,-118.3074937,11773.507343
1132,CAREER EDUCATION CORP,"231 North Martingale Road, Schaumburg, IL, 60173",42.0331635,-88.0324027,10915.630834
1133,MERCURY SYSTEMS INC,"201 Riverneck Road, Chelmsford, MA, 1824",42.6042651,-71.3307693,10431.947792
1134,SURMODICS INC,"9924 West 74th Street, Eden Prairie, MN, 55344",44.8694285,-93.4037094,10677.238319
1135,WADDELL&REED FINL INC  -CL A,"6300 Lamar Avenue, Overland Park, KS, 66202",39.0135762,-94.65972760000001,11335.487449
1136,VASCO DATA SEC INTL INC,"1901 South Meyers Road, Suite 210, Oakbrook Terrace, IL, 60181",41.84744269999999,-87.99050199999999,10935.12849
1137,BROADCOM CORP  -CL A,"5300 California Avenue, Irvine, CA, 92617-3038",33.6364483,-117.848235,11828.652893
1138,FEDERATED INVESTORS INC,"Federated Investors Tower, 1001 Liberty Avenue, Pittsburgh, PA, 15222-3779",40.4444836,-79.9940505,10914.445223
1139,NIELSEN HOLDINGS PLC,"A C Nielsen House, London Road, Oxford, OX3 9RX",51.7616409,-1.1842729,5990.612499
1140,AMERICAN TOWER CORP,"116 Huntington Avenue, 11th Floor, Boston, MA, 2116",42.3465172,-71.0797918,10449.600867
1141,BROOKLINE BANCORP INC,"131 Clarendon Street, Boston, MA, 2116",42.3483312,-71.0737797,10449.213365
1142,FIRST NIAGARA FINANCIAL GRP,"726 Exchange Street, Suite 618, Buffalo, NY, 14210",42.8748963,-78.84988589999999,10628.25369
1143,MANHATTAN ASSOCIATES INC,"2300 Windy Ridge Parkway, 10th Floor, Atlanta, GA, 30339",33.9059932,-84.4601722,11721.983368
1144,LASALLE HOTEL PROPERTIES,"7550 Wisconsin Avenue, 10th Floor, Bethesda, MD, 20814",38.9856706,-77.0948025,10986.915018
1145,INFINITY PROPERTY & CAS CORP,"3700 Colonnade Parkway, Suite 600, Birmingham, AL, 35243",33.4371856,-86.7310969,11823.16212
1146,VENTAS INC,"353 North Clark Street, Suite 3300, Chicago, IL, 60654",41.8889439,-87.63046849999999,10924.4851
1147,EQUITY ONE INC,"410 Park Avenue, Suite 1220, New York, NY, 10022",40.7602961,-73.97219009999999,10706.768466
1148,INNOSPEC INC,"8310 South Valley Highway, Suite 350, Englewood, CO, 80112",39.5651233,-104.8696336,11313.376964
1149,L-3 COMMUNICATIONS HLDGS INC,"600 Third Avenue, New York, NY, 10016",40.7493238,-73.97590919999999,10708.015092
1150,WASTE CONNECTIONS INC,"3 Waterway Square Place, Suite 110, The Woodlands, TX, 77380",30.1609216,-95.45624,12319.564535
1151,ULTIMATE SOFTWARE GROUP INC,"2000 Ultimate Way, Weston, FL, 33326",26.0969179,-80.3843933,12437.675833
1152,MARINEMAX INC,"2600 McCormick Drive, Suite 200, Clearwater, FL, 33759",27.9997134,-82.72826549999999,12307.480789
1153,MICROSTRATEGY INC,"1850 Towers Crescent Plaza, Tysons Corner, VA, 22182",38.9157423,-77.2206661,10997.943017
1154,COGNIZANT TECH SOLUTIONS,"Glenpointe Centre West, 500 Frank W. Burr Boulevard, Teaneck, NJ, 7666",40.8728057,-74.0059819,10696.283738
1155,REPUBLIC SERVICES INC,"18500 North Allied Way, Phoenix, AZ, 85054",33.654396,-111.9301716,11918.617585
1156,CARDINAL FINANCIAL CORP,"8270 Greensboro Drive, Suite 500, McLean, VA, 22102",38.92364269999999,-77.2306207,10997.413392
1157,CONVERGYS CORP,"201 East Fourth Street, Cincinnati, OH, 45202",39.1002093,-84.50890799999999,11165.372173
1158,CROWN CASTLE INTL CORP,"1220 Augusta Drive, Suite 600, Houston, TX, 77057",29.7546993,-95.48326999999999,12364.612673
1159,EBAY INC,"2065 Hamilton Avenue, San Jose, CA, 95125",37.2954211,-121.9274892,11347.705271
1160,POPEYES LOUISIANA KITCHEN,"400 Perimeter Center Terrace, Suite 1000, Atlanta, GA, 30346",33.9296913,-84.33830569999999,11716.554466
1161,GOLDMAN SACHS GROUP INC,"200 West Street, New York, NY, 10282",40.7148544,-74.0144968,10712.792038
1162,PROSPERITY BANCSHARES INC,"Prosperity Bank Plaza, 4295 San Felipe, Houston, TX, 77027",29.746371,-95.4511375,12365.193202
1163,SELECT COMFORT CORP,"9800 59th Avenue North, Minneapolis, MN, 55442",45.0599473,-93.4049132,10656.25684
1164,BLUCORA INC,"10900 NE 8th Street, Suite 800, Bellevue, WA, 98004",47.6178603,-122.1940258,10233.794441
1165,STERLING BANCORP,"400 Rella Boulevard, Montebello, NY, 10901",41.1158261,-74.1054599,10674.456226
1166,NVIDIA CORP,"2701 San Tomas Expressway, Santa Clara, CA, 95050",37.3701279,-121.9640635,11338.858217
1167,EAST WEST BANCORP INC,"135 North Los Robles Avenue, 7th Floor, Pasadena, CA, 91101",34.1486799,-118.1416632,11767.410222
1168,ALBANY MOLECULAR RESH INC,"26 Corporate Circle, Albany, NY, 12203",42.7032309,-73.8745256,10503.978666
1169,DELPHI AUTOMOTIVE PLC,"Courteney Road, Hoath Way, Gillingham, ME8 0RU",51.3598034,0.5818013,5888.978546
1170,BOTTOMLINE TECHNOLOGIES INC,"325 Corporate Drive, Portsmouth, NH, 3801",43.0705301,-70.80000989999999,10366.884815
1171,KORN/FERRY INTERNATIONAL,"1900 Avenue of the Stars, Suite 2600, Los Angeles, CA, 90067",34.0603415,-118.4164015,11771.58125
1172,CEB INC,"1919 North Lynn Street, Arlington, VA, 22209",38.8976978,-77.0703873,10995.362093
1173,MKS INSTRUMENTS INC,"2 Tech Drive, Suite 201, Andover, MA, 1810",42.6888361,-71.21143479999999,10419.371393
1174,PRICELINE GROUP INC,"800 Connecticut Avenue, Norwalk, CT, 6854",41.0930242,-73.4539645,10655.952948
1175,STANCORP FINANCIAL GROUP INC,"1100 SW Sixth Avenue, Portland, OR, 97204",45.5158773,-122.6796262,10449.79248
1176,HEIDRICK & STRUGGLES INTL,"233 South Wacker Drive, Willis Tower, Suite 4200, Chicago, IL, 60606",41.8788764,-87.6359149,10925.672764
1177,CONSOL ENERGY INC,"CNX Center, 1000 Consol Energy Drive, Canonsburg, PA, 15317",40.279096,-80.166737,10936.410515
1178,LIFEPOINT HEALTH INC,"330 Seven Springs Way, Brentwood, TN, 37027",36.04160660000001,-86.76916969999999,11542.390907
1179,U S CONCRETE INC,"331 North Main Street, Euless, TX, 76039",32.8415143,-97.0840497,12038.567432
1180,REYNOLDS AMERICAN INC,"401 North Main Street, Winston-Salem, NC, 27101",36.0994589,-80.24376520000001,11380.241044
1181,F5 NETWORKS INC,"401 Elliott Avenue West, Seattle, WA, 98119",47.62240990000001,-122.3638296,10230.021825
1182,SKECHERS U S A INC,"228 Manhattan Beach Boulevard, Manhattan Beach, CA, 90266",33.8847376,-118.4099502,11790.732037
1183,UNITED THERAPEUTICS CORP,"1040 Spring Street, Silver Spring, MD, 20910",38.9992599,-77.02759259999999,10983.498952
1184,STAMPS.COM INC,"1990 East Grand Avenue, El Segundo, CA, 90245",33.9189526,-118.3915039,11787.392348
1185,JUNIPER NETWORKS INC,"1133 Innovation Way, Sunnyvale, CA, 94089",37.4075923,-122.0292407,11333.347908
1186,ENCORE CAPITAL GROUP INC,"3111 Camino Del Rio North, Suite 103, San Diego, CA, 92108",32.7747243,-117.1275094,11935.893438
1187,PRIVATEBANCORP INC,"120 South LaSalle Street, Chicago, IL, 60603",41.8803285,-87.6325535,10925.457103
1188,NIC INC,"25501 West Valley Parkway, Suite 300, Olathe, KS, 66061",38.944273,-94.8820269,11345.30979
1189,J2 GLOBAL INC,"6922 Hollywood Boulevard, Suite 500, Los Angeles, CA, 90028",34.1010505,-118.3409441,11768.664482
1190,LENNOX INTERNATIONAL INC,"2140 Lake Park Boulevard, Richardson, TX, 75080",32.9817034,-96.76028749999999,12020.475614
1191,PERFICIENT INC,"555 Maryville University Drive, Suite 600, Saint Louis, MO, 63141",38.64347,-90.50767599999999,11324.617604
1192,RED HAT INC,"100 East Davie Street, Raleigh, NC, 27601",35.7754699,-78.63799139999999,11368.380251
1193,NETSCOUT SYSTEMS INC,"310 Littleton Road, Westford, MA, 1886",42.5530747,-71.4417174,10440.854794
1194,INTERACTIVE INTELLIGENCE GRP,"7601 Interactive Way, Indianapolis, IN, 46278",39.8904809,-86.26783619999999,11116.206064
1195,SENIOR HOUSING PPTYS TRUST,"Two Newton Place, 255 Washington Street, Newton, MA, 2458",42.3578035,-71.18429689999999,10451.995666
1196,BLACKROCK INC,"55 East 52nd Street, New York, NY, 10055",40.7592344,-73.9735446,10706.920908
1197,CIRCOR INTL INC,"30 Corporate Drive, Suite 200, Burlington, MA, 1803",42.4937981,-71.1905072,10438.428316
1198,VASCULAR SOLUTIONS INC,"6464 Sycamore Court North, Minneapolis, MN, 55369",45.0722915,-93.4432497,10655.287171
1199,WORLD WRESTLING ENTMT INC,"1241 East Main Street, Stamford, CT, 6902",41.0592289,-73.5097026,10661.218279
1200,AKAMAI TECHNOLOGIES INC,"150 Broadway, Cambridge, MA, 2142",42.3644243,-71.08905039999999,10448.101707
1201,EXPEDIA INC,"333 108th Avenue NE, Bellevue, WA, 98004",47.6133892,-122.1970996,10234.215757
1202,RUDOLPH TECHNOLOGIES INC,"16 Jonspin Road, Wilmington, MA, 1887",42.595568,-71.1509787,10426.786612
1203,AGILENT TECHNOLOGIES INC,"5301 Stevens Creek Boulevard, Santa Clara, CA, 95051",37.3248865,-121.9989378,11342.909017
1205,TELEDYNE TECHNOLOGIES INC,"1049 Camino Dos Rios, Thousand Oaks, CA, 91360",34.1974847,-118.9054586,11746.891424
1206,XO GROUP INC,"195 Broadway, 25th Floor, New York, NY, 10007",40.7105352,-74.009543,10713.077614
1207,PACKAGING CORP OF AMERICA,"1955 West Field Court, Lake Forest, IL, 60045",42.243103,-87.8944751,10890.482384
1208,INTERSIL CORP  -CL A,"1001 Murphy Ranch Road, Milpitas, CA, 95035",37.4129457,-121.9237828,11335.188053
1209,SILICON LABORATORIES INC,"400 West Cesar Chavez, Austin, TX, 78701",30.2648128,-97.7484564,12328.379992
1210,EDGEWELL PERSONAL CARE CO,"1350 Timberlake Manor Parkway, Chesterfield, MO, 63017",38.6481405,-90.5269746,11324.393961
1211,CABOT MICROELECTRONICS CORP,"870 North Commons Drive, Aurora, IL, 60504",41.7732806,-88.2239869,10947.10201
1212,HEALTHSTREAM INC,"209 10th Avenue South, Suite 450, Nashville, TN, 37203",36.1551649,-86.7825589,11530.37561
1213,METLIFE INC,"200 Park Avenue, New York, NY, 10166-0188",40.7533488,-73.9766668,10707.625664
1214,LIVEPERSON INC,"475 10th Avenue, 5th Floor, New York, NY, 10018",40.7562724,-73.99852589999999,10708.024163
1215,FRONTIER COMMUNICATIONS CORP,"401 Merritt 7, Norwalk, CT, 6851",41.1483696,-73.4269741,10649.407563
1216,CEVA INC,"1943 Landings Drive, Mountain View, CA, 94043",37.419242,-122.0879711,11330.749435
1217,NRG ENERGY INC,"211 Carnegie Center, Princeton, NJ, 8540",40.3187091,-74.6450753,10773.60384
1218,PACWEST BANCORP,"9701 Wilshire Boulevard, Suite 700, Beverly Hills, CA, 90212",34.0674823,-118.406589,11771.002378
1219,INTUITIVE SURGICAL INC,,33.791638,-84.389488,11732.570047
1220,BASIC ENERGY SERVICES INC,"801 Cherry Street, Suite 2100, Fort Worth, TX, 76102",32.7506147,-97.33452489999999,12050.535946
1221,CHARLES RIVER LABS INTL INC,"251 Ballardvale Street, Wilmington, MA, 1887",42.5942235,-71.1605103,10427.243937
1222,JANUS CAPITAL GROUP INC,"151 Detroit Street, Denver, CO, 80206",39.7186799,-104.9548689,11296.136673
1223,ILLUMINA INC,"5200 Illumina Way, San Diego, CA, 92122",32.8708716,-117.1990312,11924.109347
1224,MEDICINES CO,"8 Sylvan Way, Parsippany, NJ, 7054",40.8477082,-74.4471587,10712.84464
1225,EQUINIX INC,"One Lagoon Drive, 4th Floor, Redwood City, CA, 94065",37.527412,-122.26131,11315.157403
1226,PINNACLE FINL PARTNERS INC,"150 Third Avenue South, Suite 900, Nashville, TN, 37201",36.160032,-86.7743931,11529.685484
1227,MOODY'S CORP,"7 World Trade Center, 250 Greenwich Street, New York, NY, 10007",40.7134088,-74.011926,10712.858437
1228,TTM TECHNOLOGIES INC,"1665 Scenic Avenue, Suite 250, Costa Mesa, CA, 92626",33.6988992,-117.9266394,11820.36334
1229,GREATBATCH INC,"2595 Dallas Parkway, Suite 310, Frisco, TX, 75034",33.1001699,-96.8239625,12007.909223
1230,COACH INC,"516 West 34th Street, New York, NY, 10001",40.7547599,-74.001189,10708.264752
1231,IXIA,"26601 West Agoura Road, Calabasas, CA, 91302",34.1437158,-118.700819,11756.861623
1232,MONSANTO CO,"800 North Lindbergh Boulevard, St. Louis, MO, 63167",38.6711242,-90.40053329999999,11319.991327
1233,BANK MUTUAL CORP,"4949 West Brown Deer Road, Milwaukee, WI, 53223",43.17701479999999,-87.9724492,10790.197631
1234,UTI WORLDWIDE INC,"100 Oceangate, Suite 1500, Long Beach, 90802",33.7668357,-118.1989539,11807.682367
1235,RESOURCES CONNECTION INC,"17101 Armstrong Avenue, Suite 201, Irvine, CA, 92614",33.6956564,-117.8449714,11822.291919
1236,ALIGN TECHNOLOGY INC,"2560 Orchard Parkway, San Jose, CA, 95131",37.3826529,-121.9296671,11338.301942
1237,GARMIN LTD,"Muhlentalstrasse 2, Schaffhausen, 8200",47.6995558,8.632778499999999,5452.867439
1238,GLOBAL PAYMENTS INC,"10 Glenlake Parkway NE, North Tower, Atlanta, GA, 30328",33.9362975,-84.3612589,11716.39149
1239,OIL STATES INTL INC,"Three Allen Center, Suite 4620, 333 Clay Street, Houston, TX, 77002",29.7573519,-95.3718504,12363.145136
1240,NORTHERN OIL & GAS INC,"315 Manitoba Avenue, Suite 200, Wayzata, MN, 55391",44.9709047,-93.5164396,10667.203
1241,FMC TECHNOLOGIES INC,"5875 North Sam Houston Parkway West, Houston, TX, 77086",29.9359048,-95.5127716,12344.951372
1242,SYNAPTICS INC,"1251 McKay Drive, San Jose, CA, 95131",37.3916454,-121.8908582,11338.223425
1243,MONDELEZ INTERNATIONAL INC,"Three Parkway North, Deerfield, IL, 60015",42.16376959999999,-87.879201,10898.851936
1244,OMNICELL INC,"590 East Middlefield Road, Mountain View, CA, 94043",37.3952126,-122.0515168,11334.163205
1245,PRUDENTIAL FINANCIAL INC,"751 Broad Street, Newark, NJ, 7102",40.7369358,-74.1720252,10715.54448
1246,ACCENTURE PLC,"1 Grand Canal Square, Grand Canal Harbour, Dublin, 2",53.34348809999999,-6.2390937,6251.373672
1247,INLAND REAL ESTATE CORP,"2901 Butterfield Road, Oak Brook, IL, 60523",41.84277429999999,-87.98943799999999,10935.618316
1248,TASER INTERNATIONAL INC,"17800 North 85th Street, Scottsdale, AZ, 85255",33.6482983,-111.8984991,11919.659849
1249,ALLIANCE DATA SYSTEMS CORP,"7500 Dallas Parkway, Suite 700, Plano, TX, 75024",33.0809403,-96.8236276,12010.031049
1250,WILLIS TOWERS WATSON PLC,"51 Lime Street, London, EC3M 7DQ",51.512803,-0.08148559999999999,5927.335117
1251,ROCKWELL COLLINS INC,"400 Collins Road NE, Cedar Rapids, IA, 52498",42.0297602,-91.635846,10969.202009
1252,CROSS COUNTRY HEALTHCARE INC,"6551 Park of Commerce Boulevard, N.W., Boca Raton, FL, 33487",26.4061827,-80.0977506,12396.00886
1253,NATUS MEDICAL INC,"6701 Koll Center Parkway, Suite 120, Pleasanton, CA, 94566",37.6596925,-121.8994391,11309.280848
1254,AMN HEALTHCARE SERVICES INC,"12400 High Bluff Drive, Suite 100, San Diego, CA, 92130",32.943963,-117.240552,11915.390082
1255,ZIMMER BIOMET HOLDINGS INC,"1800 West Center Street, Warsaw, IN, 46581-0708",41.2388306,-85.8831617,10962.996069
1256,BIG 5 SPORTING GOODS CORP,"2525 East El Segundo Boulevard, El Segundo, CA, 90245",33.9168426,-118.3758657,11787.931433
1257,ANTHEM INC,"120 Monument Circle, Indianapolis, IN, 46204",39.7692172,-86.1587224,11127.195219
1258,GAMESTOP CORP,"625 Westport Parkway, Grapevine, TX, 76051",32.9031308,-97.08716009999999,12031.7823
1259,CENTENE CORP,"Centene Plaza, 7700 Forsyth Boulevard, St. Louis, MO, 63105",38.6495116,-90.3345013,11321.360394
1260,PRINCIPAL FINANCIAL GRP INC,"711 High Street, Des Moines, IA, 50392",41.588566,-93.62759,11041.043875
1261,ADVANCE AUTO PARTS INC,"Store Support Center, 5008 Airport Road, Roanoke, VA, 24012",37.3176875,-79.95808640000001,11243.763977
1262,ACUITY BRANDS INC,"1170 Peachtree Street, NE, Suite 2300, Atlanta, GA, 30309",33.7864313,-84.3837324,11732.991459
1263,MANTECH INTL CORP,"12015 Lee Jackson Highway, Fairfax, VA, 22033",38.8600854,-77.3630462,11007.960035
1264,JETBLUE AIRWAYS CORP,"27-01 Queens Plaza North, Long Island City, NY, 11101",40.7508113,-73.9387376,10706.67239
1265,NETFLIX INC,"100 Winchester Circle, Los Gatos, CA, 95032",37.259575,-121.9627527,11350.740823
1266,REPUBLIC AIRWAYS HLDGS INC,"8909 Purdue Road, Suite 300, Indianapolis, IN, 46268",39.9174175,-86.2194476,11112.35468
1267,CALAVO GROWERS INC,"1141A Cummings Road, Santa Paula, CA, 93060",34.3309056,-119.1260485,11727.937057
1268,COMPUTER PROGRAMS & SYSTEMS,"6600 Wall Street, Mobile, AL, 36695",30.671993,-88.195741,12152.537698
1269,AECOM INC,"1999 Avenue of the Stars, Suite 2600, Los Angeles, CA, 90067",34.0588788,-118.4171318,11771.725206
1270,KIRKLAND'S INC,"5310 Maryland Way, Brentwood, TN, 37027",36.0369401,-86.8099873,11543.71467
1271,SAFETY INSURANCE GROUP INC,"20 Custom House Street, Boston, MA, 2110",42.35810379999999,-71.0533603,10447.531513
1272,RED ROBIN GOURMET BURGERS,"6312 South Fiddler's Green Circle, Suite 200N, Greenwood Village, CO, 80111",39.6032897,-104.8933984,11309.086729
1273,ENPRO INDUSTRIES INC,"5605 Carnegie Boulevard, Suite 500, Charlotte, NC, 28209",35.1533071,-80.83821139999999,11496.614665
1274,CME GROUP INC,"20 South Wacker Drive, Chicago, IL, 60606",41.8812552,-87.6372287,10925.436916
1275,WYNN RESORTS LTD,"3131 Las Vegas Boulevard South, Las Vegas, NV, 89109",36.1271069,-115.1648303,11603.59004
1276,NASDAQ INC,"One Liberty Plaza, 165 Broadway, New York, NY, 10006",40.709808,-74.0107905,10713.192255
1277,DICKS SPORTING GOODS INC,"345 Court Street, Coraopolis, PA, 15108",40.5075915,-80.2655499,10914.78039
1278,HORNBECK OFFSHORE SVCS INC,"103 Northpark Blvd Ste 300, Covington, LA, 70433-6111",30.4421342,-90.0862483,12213.190054
1279,CARTER'S INC,"Phipps Tower, Suite 1800, 3438 Peachtree Road NE, Atlanta, GA, 30326",33.8526869,-84.363936,11725.41824
1280,PROVIDENT FINANCIAL SVCS INC,"239 Washington Street, Jersey City, NJ, 7302",40.7158143,-74.037846,10713.439594
1281,TEXAS CAPITAL BANCSHARES INC,"2000 McKinney Avenue, Suite 700, Dallas, TX, 75201",32.7906565,-96.80298,12041.93234
1282,PRA GROUP INC,"120 Corporate Boulevard, Norfolk, VA, 23502",36.840848,-76.213138,11182.911628
1283,SAIA INC,"11465 Johns Creek Parkway, Suite 400, Johns Creek, GA, 30097",34.0592304,-84.1669679,11698.586807
1284,CIMAREX ENERGY CO,"1700 Lincoln Street, Suite 3700, Denver, CO, 80203",39.743642,-104.9854807,11293.29331
1285,SEAGATE TECHNOLOGY PLC,"38/39 Fitzwilliam Square, Dublin, 2",53.333676,-6.2524919,6252.602842
1286,MOLINA HEALTHCARE INC,"200 Oceangate, Suite 100, Long Beach, CA, 90802",33.7665116,-118.2006675,11807.683778
1287,ENDURANCE SPECIALTY HOLDINGS,"Wellesley House, 90 Pitts Bay Road, Pembroke, HM 08",32.2909221,-64.79127059999999,11195.021289
1288,DTS INC,"5220 Las Virgenes Road, Calabasas, CA, 91302",34.1509649,-118.6969081,11756.15586
1289,NETGEAR INC,"350 East Plumeria Drive, San Jose, CA, 95134",37.3945488,-121.9254446,11337.122817
1290,QEP RESOURCES INC,"1050 17th Street, Suite 800, Denver, CO, 80265",39.7482995,-104.9944174,11292.754905
1291,PROVIDENCE SERVICE CORP,"64 East Broadway Boulevard, Tucson, AZ, 85701",32.2208742,-110.9698969,12087.251328
1292,LKQ CORP,"500 West Madison Street, Suite 2800, Chicago, IL, 60661",41.8823083,-87.6403843,10925.376812
1293,TESSERA TECHNOLOGIES INC,"3025 Orchard Parkway, San Jose, CA, 95134",37.3927906,-121.9378963,11337.026865
1294,SYNNEX CORP,"44201 Nobel Drive, Fremont, CA, 94538",37.4970796,-121.9799896,11324.882898
1295,AMERICAN EQTY INVT LIFE HLDG,"6000 Westown Parkway, West Des Moines, IA, 50266",41.5944384,-93.7917234,11042.128276
1296,ACORDA THERAPEUTICS INC,"420 Saw Mill River Road, Ardsley, NY, 10502",40.9967941,-73.8572059,10678.791569
1297,UNIVERSAL TECHNICAL INST,"16220 North Scottsdale Road, Suite 100, Scottsdale, AZ, 85254",33.6339286,-111.9265965,11920.911469
1298,TEMPUR SEALY INTL INC,"1000 Tempur Way, Lexington, KY, 40511",38.0982867,-84.49411339999999,11272.727633
